"Originale","Langues","Manuscrit /
imprimé ","Gothique /
romain","Prose
vers","Auteur
déclaré","Auteur","Fonction
déclarée","Type
auteur","Fait","Changement
titre","Titre","Titre de l’édition","Lieu","Pays","Lieu
fictif","Editeur","Editeur
normalisé","Éditeur
fictif","Date publication","Date
calculée","Ed.
partagée","Format","Privilège","Durée du
privilège","Table
nb de p.","Gravures","Nb
d’histoires","Paginé / folioté","Nb de pages","Genre nouvelle","Rire du
pouvoir","Rire des
mœurs","Rire de la
religion","Rire des
protestants","Bibliothèque","Cote","Numérisation","Traduction","Autres
Bibliothèques"
"oui","Fr","imprimé",,"prose","Ouville","Ouville",,"Auteur",,,"Les Contes aux heures perdues","Petits contes à rire ou récréations françaises","Amsterdam","Provinces-Unies",,"Libraires associés","Libraires associés",,1783,"1783",,,,,,,,,,"Nouvelles / apophtegmes",,,,,,,,,
"oui","Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme","vu",,"Le Facétieux réveil-matin","Facetieux resveilmatin des esprits melancoliques. Ou Remede preservatif contre les tristes. Auquel sont contenües les Meilleurs, rencontres de ce temps, capables de resjouir toutes sortes de personnes, & divertir les bonnes Compagnies","Leyde","Provinces-Unies",,"David Lopez de Haro","David Lopez de Haro",,1643,"1643","non","12","non",,"13","Frontispice","105","paginé","376","Nouvelles / apophtegmes","oui","oui","oui",,"BSB",,,,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme",,,"Le Facétieux réveil-matin",,"Rouen","France",,"[s. n.]","[s. n.]",,1645,"1645",,,,,,,,,,"Nouvelles / apophtegmes",,,,,"Cambridge","F164.d.4.8",,,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme",,,"Le Facétieux réveil-matin","Le Facecieux reveille-matin des esprits melancoliques, ou, Remede preservatif contre les tristes : auquel sont contenuës les meilleures rencontres de ce temps, capables de réjoüir toutes sortes de personnes, & divertir les bonnes compagnies.","Paris","France",,"Chez Toussainct Quinet au Palais, sous la montée de la Cour des Aydes","Toussainct Quinet",,1645,"1645",,,,,,,,,,"Nouvelles / apophtegmes",,,,,"Trinity College Library: Reserve (Wren)","Crewe 5.16",,,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme",,,"Le Facétieux réveil-matin","Le Facecieux reveille-matin des esprits melancoliques, ou, Remede preservatif contre les tristes : auquel sont contenuës les meilleures rencontres de ce temps, capables de réjoüir toutes sortes de personnes, & divertir les bonnes compagnies.","Paris","France",,"[s. n.]","[s. n.]",,1645,"1645",,,,,,,,,,"Nouvelles / apophtegmes",,,,,"University of Cambridge Library Order to Rare Books Reading Room, follow signs to Alpha staircase, First Floor, not borrowable   F164.d.4.8  ",,,,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme","vu",,"Le Facétieux réveil-matin","Le Facecieux reveille-matin des Esprits Melancholiques. Ou Remede preservatif contre les Tristes. Auquel sont contenües les meilleurs rencontres de ce temps, capables de réjouyr toutes sortes de personnes, & divertir les bonnes Compagnies.","Rouen","France",,"Robert Daré","Robert Daré",,1646,"1646","non","8","non",,"18","Frontispice",,"paginé","486","Nouvelles / apophtegmes","oui","oui","oui",,"BSB",,"https://www.digitale-sammlungen.de/view/bsb10576793?page=6%2C7",,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme",,,"Le Facétieux réveil-matin",,"Troyes","France",,"??",,,1650,"1650",,,,,,,,,,"Nouvelles / apophtegmes",,,,,,,,,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme",,,"Le Facétieux réveil-matin",,"Rouen","France",,,,,1650,"1650",,,,,,,,,,"Nouvelles / apophtegmes",,,,,,,,,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme",,,"Le Facétieux réveil-matin",,"Rouen","France",,"Jean B. Besogne",,,"ca 1650","1650",,,,,,,,,,"Nouvelles / apophtegmes",,,,,"BnF","Tolbiac : FB-9913",,,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme",,,"Le Facétieux réveil-matin",,"Rouen","France",,"[s. n.]","[s. n.]",,1652,"1652",,,,,,,,,,"Nouvelles / apophtegmes",,,,,"Staatsbibliothek zu Berlin","Xz 988","https://stabikat.de/Record/47294570X",,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme",,,"Le Facétieux réveil-matin",,"Rouen","France",,"[s. n.]","[s. n.]",,1654,"1654",,,,,,,,,,"Nouvelles / apophtegmes",,,,,,,,,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme","vu",,"Le Facétieux réveil-matin","Le Facecieux reveille-matin des Esprits Melancholiques. Ou le Remede preservatif contre les Tristes. Auquel sont contenües les meilleurs, rencontres de ce temps, capables de réjouyr toutes sortes de personnes, & divertir les bonnes Compagnies. En ceste derniere edition, augmenté de divers contes tres recreatifs.","Utrecht","Provinces-Unies",,"Théodore d'Ackersdück & Gisb de Zïjlli",,,1654,"1654","non","12","non",,"16","non",,"paginé","386","Nouvelles / apophtegmes","oui","oui",,,"BSB",,,,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme","vu",,"Le Facétieux réveil-matin","Le Facecieux reveille-matin des Esprits Melancholiques: Ou Remede preservatif contre les Tristes. Auquel sont contenües les meilleurs, rencontres de ce temps, capables de réjoüir toutes sortes de personnes, & divertir les bonnes Compagnies.","Rouen","France",,"Martin de la Motte","Martin de la Motte",,1656,"1656",,"8","non",,"16","Frontispice",,"paginé","484","Nouvelles / apophtegmes","oui","oui","oui",,"BnF",,"https://gallica.bnf.fr/ark:/12148/bpt6k87272867",,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme","vu",,"Le Facétieux réveil-matin","Le Facecieux reveille-matin des Esprits Melancholiques: Ou Remede preservatif contre les Tristes. Auquel sont contenües les meilleurs, rencontres de ce temps, capables de réjoüir toutes sortes de personnes, & divertir les bonnes Compagnies.","Rouen","France",,"Chez la Veuve de Robert Daré, dans la Court du Palais","Veuve de Robert Daré",,1658,"1658","non","12","non",,"19","non",,"paginé","494","Nouvelles / apophtegmes","oui","oui","oui",,"BSB",,"https://www.digitale-sammlungen.de/view/bsb10097053?page=12%2C13",,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme",,,"Le Facétieux réveil-matin",,"Rouen","France",,"[s. n.]","[s. n.]",,1658,"1658",,,,,,,,,,"Nouvelles / apophtegmes",,,,,"Berlin Bibl. Diez oct. ",,,,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme",,,"Le Facétieux réveil-matin",,"Rouen","France",,"Clement Malassis","Clement Malassis",,1660,"1660",,,,,,,,,,"Nouvelles / apophtegmes",,,,,,,,,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme","vu",,"Le Facétieux réveil-matin","Le Facecieux reveille-matin des Esprits Melancholiques. Ou le Remede preservatif contre les Tristes. Auquel sont contenües les meilleurs, rencontres de ce temps, capables de réjouyr toutes sortes de personnes, & divertir les bonnes Compagnies. En ceste derniere edition, augmenté de divers contes tres recreatifs.","Utrecht","Provinces-Unies",,"Gisbert de Zyll","Gisbert de Zyll",,1662,"1662","non","12","non",,"18","non",,"paginé","384","Nouvelles / apophtegmes","oui","oui","oui",,"Koninklijke Bibliotheek Nationale Bibliotheek van Nederland",,"Oui",,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme","vu",,"Le Facétieux réveil-matin","Le Facecieux reveille-matin des Esprits Melancholiques. Ou le Remede preservatif contre les Tristes. Auquel sont contenües les meilleurs, rencontres de ce temps, capables de réjoüyr toutes sortes de personnes, & divertir les bonnes Compagnies. En cette derniere edition, augmenté de divers contes tres-recreatifs.","Paris","France","Oui","Barbin","Claude Barbin","Oui",1668,"1668","non","12","non",,"11","non",,"paginé","264","Nouvelles / apophtegmes",,,,,,,,,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme","vu",,"Le Facétieux réveil-matin","Le Facecieux reveille-matin des Esprits Melancholiques. Ou le Remede preservatif contre les Tristes. Auquel sont contenües les meilleurs, rencontres de ce temps, capables de réjoüyr toutes sortes de personnes, & divertir les bonnes Compagnies. En cette derniere edition, augmenté de divers contes tres-recreatifs.","Nymergue","Provinces-Unies",,"Regnier Smetius","Regnier Smetius",,1678,"1678",,"12","non",,"12","non",,"paginé","324","Nouvelles / apophtegmes",,,,,"BnF",,"Oui",,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme",,,"Le Facétieux réveil-matin",,"Nymergue","Provinces-Unies",,"Regnier Smetius","Regnier Smetius",,1681,"1681",,,,,,,,,,"Nouvelles / apophtegmes",,,,,"Weimar","B 1729",,,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme",,,"Le Facétieux réveil-matin",,"Rouen","France",,"chez G. M. [Guillaume II Machuel] demeurant vis à vis le petit portail de S. Jean, à l'Imperie d'Auphine",,,1682,"1682",,,,,,,,,,"Nouvelles / apophtegmes",,,,,"BnF","Arsenal : 8-BL-30562",,,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme","vu",,"Le Facétieux réveil-matin","Le Facecieux reveille-matin des Esprits Melancholiques, Ou Le Remede preservatif contre les Tristes. Auquel sont contenües les meilleurs rencontres de ce temps, capables de réjoüyr toutes sortes de personnes, & divertir les bonnes Compagnies. En cette derniere edition, augmenté de divers contes tres-recreatifs.","Nymergue","Provinces-Unies",,"Chez Jean Eilbracht","Jean Eilbracht",,1685,"1685",,"12","non",,"12","non",,"paginé","324","Nouvelles / apophtegmes","oui","oui",,,"BSB",,"https://www.digitale-sammlungen.de/en/view/bsb10576794?page=6,7",,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme","vu",,"Le Facétieux réveil-matin","Le Facecieux reveille-matin des Esprits Melancholiques: Ou Le Remede preservatif contre les Tristes. Auquel sont contenües les meilleurs, rencontres de ce tems, capables de réjoüir toutes sortes de personnes, & divertir les bonnes Compagnies. En cette derniere edition, augmenté de divers contes tres-recreatifs.","Paris","France",,"Jaques Cottin","Jacques Cottin",,1694,"1694",,"12","non",,"10","non",,"paginé","288","Nouvelles / apophtegmes",,,,,"BSB",,"https://www.digitale-sammlungen.de/view/bsb10576795?page=2%2C3",,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme","vu",,"Le Facétieux réveil-matin","Le Facecieux reveille-matin des Esprits Melancholiques: Ou Remede preservatif contre les Tristes. Auquel sont contenües les meilleurs, rencontres de ce temps, capables de réjoüir toutes sortes de personnes, & divertir les bonnes Compagnies.","Rouen","France",,"Jean B. Besongne","Jean-Baptiste Besongne",,1694,"1694",,"12","non",,"15","non",,"paginé","418","Nouvelles / apophtegmes","oui","oui","oui",,"BSB",,"https://www.digitale-sammlungen.de/view/bsb10097054?page=4%2C5",,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme",,,"Le Facétieux réveil-matin",,"Rouen","France",,"Jean B. Besongne","Jean-Baptiste Besongne",,1699,"1699",,,,,,,,,,"Nouvelles / apophtegmes",,,,,,,,,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme",,,"Le Facétieux réveil-matin","Le facétieux réveil-matin, ou Histoires récréatives","Cologne","Allemagne",,"chez Pierre Marteau, gendre d'Antoine l'Enclume. Imprimé cette année présente","Pierre Marteau","oui","[s. d.]"," d.]",,,,,,,,,,"Nouvelles / apophtegmes",,,,,"BnF","RESERVE 16-Z PIECE-836",,,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme",,,"Le Facétieux réveil-matin","Le Facétieux Réveille-matin, ou nouveau choix de bons mots, contes à rire","Montbéliard",,,"Deckherr",,,"[s. d.]"," d.]",,,,,,,,,,"Nouvelles / apophtegmes",,,,,"BnF","Y2-33524",,,
"oui","Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme","vu",,"La Gibeciere de mome","La  Gibeciere  de  mome  ou  le thresor  du ridicule.  Contenant tout ce que la Galanterie l’Histoire facetieuse, & l’esprit egayé ont  jamais produit de subtil & d’agreable pour le divertissement  du monde","Paris","France",,"Anthoine Robinot en sa Boutique sur le Pont Neuf / Pierre David / Jean Gesselin","Anthoine Robinot / Pierre David / Jean Gesselin",,1644,"1644","oui","8","Privilège du roi","5","non","Frontispice","590","paginé","492","Apophtegmes",,,,,"BnF","8-Y2-52478","Google livres",,"BM Lyon : éd. Pierre David"
"oui","Fr","imprimé",,"prose","Gerard Bontemps","Gerard Bontemps",,"Pseudonyme","vu",,"La Gallerie des curieux","La  Gallerie  des  curieux.  Contenant en divers Tableaux les Chef-d’œuures des  plus excellens Railleurs de ce siecle. Par Gerard Bon-Temps","Paris","France",,"Chez Cardin Besongne, au Palais, au  haut des degrez de la saincte Chapelle,  aux Roses vermeilles","Cardin Besongne",,1646,"1646",,"8","Privilège du roi","7",,"non",,"paginé","336","Nouvelles / apophtegmes",,,,,"Arsenal","8-BL-30568","Google livres","BSB",
,"Fr","imprimé",,"prose","Gerard Bontemps","Gerard Bontemps",,"Pseudonyme",,"X","La Gallerie des curieux","Nouveau recueil de pièces comiques et facétieuses les plus agréables et divertissantes de ce temps","Paris","France",,"Estienne Loyson","Estienne Loyson",,1661,"1661",,,,,,,,,,"Nouvelles / apophtegmes",,,,,,,,,
,"Fr","imprimé",,"prose","Gerard Bontemps","Gerard Bontemps",,"Pseudonyme",,,"La Gallerie des curieux","Nouveau recueil de pièces comiques et facétieuses les plus agréables et divertissantes de ce temps","Lyon","France",,"Chez André Olyer, ruë Turpin, à la Croix de Fer.","André Olyer",,1663,"1663",,,,,,,,,,"Nouvelles / apophtegmes",,,,,"BnF","Rothschild 1812 [V, 9, 38]",,,
,"Fr","imprimé",,"prose","Gerard Bontemps","Gerard Bontemps",,"Pseudonyme",,,"La Gallerie des curieux","Nouveau recueil de pièces comiques et facétieuses. Dernière édition augmentée","Cologne","Allemagne",,"F. Gaillard",,,"[s. d.]"," d.]",,,,,,,,,,"Nouvelles / apophtegmes",,,,,,,,,
,"Fr","imprimé",,"prose","Gerard Bontemps","Gerard Bontemps",,"Pseudonyme",,,"La Gallerie des curieux","La Gallerie des curieux ; Contenant en divers Tableaux, les Chef-d’oeuvres des plus excellens Railleurs de ce siecle","Lyon","France",,"André Olier","André Olier",,"1671","1671",,,,,,,,,,"Nouvelles / apophtegmes",,,,,,,,,
,"Fr","imprimé",,"prose","Gerard Bontemps","Gerard Bontemps",,"Pseudonyme",,,"La Gallerie des curieux","La Gallerie des curieux ; Contenant en divers Tableaux, les Chef-d’oeuvres des plus excellens Railleurs de ce siecle","Lyon","France",,"André Olier","André Olier",,1671,"1671",,,,,,,,,,"Nouvelles / apophtegmes",,,,,,,,,
,"Fr","imprimé",,"prose","Gerard Bontemps","Gerard Bontemps",,"Pseudonyme",,,"La Gallerie des curieux","La Gallerie des curieux ; Contenant en divers Tableaux, les Chef-d’oeuvres des plus excellens Railleurs de ce siecle","Lyon","France",,"André Olier","André Olier",,1699,"1699",,,,,,,,,,"Nouvelles / apophtegmes",,,,,,,,,
,"Fr","imprimé",,"prose","Gerard Bontemps","Gerard Bontemps",,"Pseudonyme",,"X","La Gallerie des curieux","Le Facecieux drolifique et comique reveil-matin des esprits melancoliques, contenant Des recréations les plus agréables & divertissantes de ce tems","Vaudemont",,,"Jean Tapage","Jean Tapage",,1715,"1715",,,,,,,,,,"Nouvelles / apophtegmes",,,,,,,,,
"oui","Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme",,,"Le Courrier facetieux","Le Courrier facétieux, ou recueil des meilleures rencontres de ce temps","Lyon","France",,"Burckhart",,,1647,"1647",,,,,,,,,,"Apophtegmes",,,,,"Staatliche Bibliothek Neuburg/Donau",,"https://www.sbnd.de/permalink/49BVB_RSB/18ko8i8/alma991002413697408306",,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme","vu",,"Le Courrier facetieux","Le Courrier facétieux, ou recueil des meilleures rencontres de ce temps","Lyon","France",,"Chez Claude la Riviere, ruë Merciere, à la Science.","Claude la Riviere",,1650,"1650",,"8","Permission",,"19","Frontispice","548","paginé","408","Apophtegmes",,,,,"BM Lyon",,"Numelyo : https://numelyo.bm-lyon.fr/f_view/BML:BML_00GOO0100137001101522477
Google : https://books.google.fr/books?id=wvn2SijCmBIC&newbks=1&newbks_redir=0&dq=Le%20Courrier%20face%CC%81tieux&hl=fr&pg=PA78#v=onepage&q&f=false",,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme",,,"Le Courrier facetieux","Le Courrier facétieux, ou recueil des meilleures rencontres de ce temps","Lyon","France",,"Chez Claude la Riviere, ruë Merciere, à la Science.","Claude la Riviere",,1653,"1653",,,,,,,,,,"Apophtegmes",,,,,"Staatsbibliothek zu Berlin",,,,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme","vu",,"Le Courrier facetieux","Le Courrier facétieux, ou recueil des meilleures rencontres de ce temps","Lyon","France",,"Chez Jean Baptiste de Ville, ruë Merciere, à la Science","Jean Baptiste de Ville",,1668,"1668","oui","8","Permission",,"19","Frontispice","548","paginé","408","Apophtegmes",,,,,"Arsenal","8-BL-30571",,,"Bayerische Staatsbibliothek, München"
"oui","Fr","imprimé","Romain","prose","Anonyme","Anonyme",,"Anonyme","vu",,"Les Divertissements curieux","Les Divertissements curieux, ou Le Thresor des meilleurs rencontres, et mots subtils de ce Temps.","Lyon","France",,"Huguetan","Jean Huguetan",,1650,"1650",,"8","Permission",,"20","Frontispice","671","paginé","374","Apophtegmes","oui","oui",,,"BM Lyon","Numelyo : https://numelyo.bm-lyon.fr/f_view/BML:BML_00GOO0100137001100569362/IMG00000001","https://www.google.fr/books/edition/Les_Divertissements_curieux_ou_Le_Threso/doYca2pWzVAC?hl=fr&gbpv=1&dq=Le%20Chasse-Ennuy&pg=PT13&printsec=frontcover",,"Arsenal"
,"Fr","imprimé","Romain","prose","Anonyme","Anonyme",,"Anonyme","vu",,"Les Divertissements curieux","Les Divertissements curieux, ou Le Thresor des meilleurs rencontres, et mots subtils de ce Temps","Lyon","France",,"Huguetan","Jean Huguetan",,1654,"1654",,"8","Permission",,"23","Frontispice","671","paginé","366","Apophtegmes",,"oui",,,"BnF",,"oui",,
,"Fr","imprimé","Romain","prose","Anonyme","Anonyme",,"Anonyme","vu",,"Les Divertissements curieux","Les Divertissements curieux, ou Le Thresor des meilleurs rencontres, et mots subtils de ce Temps","Lyon","France",,"Huguetan","Jean Huguetan",,1662,"1662",,"8","Permission",,"23","Frontispice","671","paginé","364","Apophtegmes",,"oui",,,"Biblioteca Nazionale Napoli",,"oui",,
,"Fr","imprimé","Romain","prose","Anonyme","Anonyme",,"Anonyme",,,"Les Divertissements curieux","Les Divertissements curieux, ou Le Thresor des meilleurs rencontres, et mots subtils de ce Temps","Lyon","France",,"Huguetan","Jean Huguetan",,1663,"1663",,,,,,,,,,"Apophtegmes",,"oui",,,"Staatsbibliothek zu Berlin","Xz 1076",,,
"oui","Fr","imprimé",,"prose","Arlotto","Arlotto",,"Biographie","vu",,"Le  Patron de l’honneste raillerie ou le fameux Arlote","Le Patron de l’honneste raillerie ou le fameux Arlote contenant ses brocards, bons mots, agreables  Tours &  plaisantes Rencontres. De Piovano Arloto","Paris","France",,"Gervais Clouzier","Gervais Clouzier",,1650,"1650",,"8","Privilège du roi (Annoncé mais NON REPRODUIT",,"2","non","45","paginé","144","Nouvelles",,,,,"BnF","Arsenal : 8 BL 20601","NON",,
"oui","Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme","vu",,"Les Agreables Divertissemens. ou se voit [sic], les entretiens les plus comiques, galants et facétieux de la Conversation. Augmenté d’un Receuil [sic] de plaisantes Epitaphes. Seconde édition","Les  Agreables  divertissemens  françois : Contenant plusieurs Rencontres  facetieuses de ce Temps","Paris","France",,"Chez Jacques Le Gras, au Palais,  à l’entrée de la Galerie des Prisonniers","Jacques Le Gras",,1654,"1654",,"8","non",,"2","non","170","paginé","392","Nouvelles / apophtegmes",,,,,"Arsenal","8-BL-30572","https://gallica.bnf.fr/ark:/12148/bpt6k8727324g#",,"Bibliothèque nationale de la République tchèque : https://books.google.fr/books?id=OKD820-7GJMC&newbks=1&newbks_redir=0&pg=PA1&dq=Les+Agr%C3%A9ables+Divertissemens+fran%C3%A7ois&hl=fr&source=gbs_selected_pages&cad=1#v=onepage&q&f=false"
,"Fr","imprimé",,"prose/vers","Anonyme","Anonyme",,"Anonyme","vu","X","Les Agreables divertissemens françois","Les Agreables Divertissemens. ou se voit [sic] les entretiens les plus comiques, galants et facétieux de la Conversation. Augmenté d’un Receuil [sic] de plaisantes Epitaphes. Seconde édition","Paris","France",,"Chez Jacques Le Gras, au Palais,  à l’entrée de la Galerie des Prisonniers","Jacques Le Gras",,1664,"1664",,"12","Privilège du roi","7 ans","4","non","43 ou 97","paginé","312","Nouvelles",,,,,"Arsenal ","8-BL-30587","https://books.google.fr/books?id=d9dgAAAAcAAJ",,
"oui","Fr / Ita / Esp","imprimé",,"prose","Julliani","Julliani ou Giulliani",,"Auteur","vu",,"Proverbes et heures de récréation","Les Proverbes divertissans du sieur Julliani, Pour apprendre avec plus de facilité les Langues Françoises, Italiennes, & Espagnoles. Ensemble Les recreations du mesme autheur, Contenant divers Contes facetieux. Utiles & necessaires à ceux qui veulent parler & écrire correctement en ces Langues.","Paris","France",,"Jean-Baptiste Loyson","Jean-Baptiste Loyson",,1659,"1659","non","8","Privilège du roi","7 ans","non","non","31","paginé","111","Nouvelles",,,,,"Arsenal","8-BL-1117 (2) ","https://gallica.bnf.fr/ark:/12148/bpt6k87263319/f121.item",,
,"Fr / Ita / Esp","imprimé",,"prose","Julliani","Julliani ou Giulliani",,"Auteur","vu","X","Proverbes et heures de récréation","Les Proverbes divertissans, et les heures de recreation, Contenans diverses Rencontres, Histoires plaisantes, & Contes facetieux, necessaires à ceux qui desirent parfaitement parler & écrire les Langues Françoise, Italienne & Espagnole. Par le Sieur Iuliani. Reveus, corrigez, & augmentez. Seconde Partie.","Paris","France",,"Estienne Loyson","Estienne Loyson",,1668,"1668",,"12","Privilège du roi","5 ans","non","non","29","paginé","118-214","Nouvelles",,,,,"Arsenal","8-BL-1118","https://gallica.bnf.fr/ark:/12148/bd6t5752285f/f121.item",,
"oui","Fr","imprimé",,"prose","Rayot","Rayot, Pierre",,"Auteur","vu",,"Apophtegmes, ou La Récréation de la jeunesse","Apophtegmes, ou la récréation de la jeunesse, contenant plus de 600 belles et facétieuses rencontres, parsemés de sentences et dits mémorables. Divisez en trois parties. Non tant pour se récréer és compagnies, que prouffitables aux Allemans, à apprendre la langue françoise avec un singulier plaisir. Recueillis de divers livres, et mis en tel ordre, par Pierre Rayot, L. P.","Wittenberg","Allemagne",,"André Hartmann","André Hartmann",,1660,"1660","non","8","non",,"non","non","600","paginé","240","Apophtegmes",,,,,"BSB / MDZ",,"https://www.google.fr/books/edition/Apophthegmes/CwhDAAAAcAAJ?hl=fr&gbpv=1&pg=PP3&printsec=frontcover",,"Arsenal : 8 BL 30575.    Bibliothèque nationale de la République tchèque : https://books.google.fr/books?id=LgRlAAAAcAAJ&newbks=1&newbks_redir=0&pg=PP5&dq=Apophtegmes,+ou+la+r%C3%A9cr%C3%A9ation+de+la+jeunesse&hl=fr&source=gbs_selected_pages&cad=1#v=onepage&q&f=false"
"oui","Fr","imprimé",,"prose","J. N. D. P.","Parival, Jean Nicolas de",,"Initiales","vu",,"Histoires facetieuses et moralles","Histoires  facetieuses  et  moralles,  assemblées & mises au  jour  Par  J. N. D. P.  Avec quelques Histoires Tragiques","Leyde","Provinces-Unies",,"Salomon Vaguenaer","Salomon Vaguenaer",,1663,"1663","non","12","non",,"5","non","113","paginé","192","Nouvelles / apophtegmes",,,"oui",,"Arsenal","8-BL-18050","Oui",,
,"Fr","imprimé",,"prose","J. N. D. P.","Parival, Jean Nicolas de",,"Initiales","vu",,"Histoires facetieuses et moralles","Histoires  facetieuses  et  moralles,  assemblées & mises au  jour  Par  J. N. D. P.  Avec quelques Histoires Tragiques. Deuxiéme Edition, plus augmentée par l’Autheur","Leyde","Provinces-Unies",,"Salomon Vaguenaer","Salomon Vaguenaer",,1669,"1669","non","12","non",,"7","non","126","paginé","212","Nouvelles / apophtegmes",,,"oui",,,,,,
"oui","Fr","imprimé",,"prose","J. R.","Rinald, Jacques",,"Initiales","vu",,"L’Histoire ingénieuse","L’Histoire  ingenieuse,  ou  l’eslite  des beaux traits d’esprit, tant anciens, que modernes.  Par I. R. &c.","Paris","France",,"Chez Helie Josset, rüe St. Iacques, au  dessus des Mathurins, à l’Amour  diuin","Helie Josset",,1663,"1663","non","4","Privilège du roi","7","12","non","100","paginé","621","Nouvelles",,,,,"Arsenal","4-BL-5105",,,
,"Fr","imprimé",,"prose","J. R.","Rinald, Jacques",,"Initiales","vu",,"L’Histoire ingénieuse","L’Histoire  ingenieuse,  ou  l’eslite  des beaux traits d’esprit, tant anciens, que modernes.  Par I. R. &c.","Paris","France",,"Chez Helie Josset, rüe St. Iacques, au  dessus des Mathurins, à l’Amour  diuin","Helie Josset",,1663,"1663","non","8","Privilège du roi","7","12","non","100","paginé","621","Nouvelles",,,,,"Arsenal","8-BL-33250","https://gallica.bnf.fr/ark:/12148/bpt6k8726954c",,"BM Lyon : B  512024 Google"
,"Fr","imprimé",,"prose","Rinald, Jacques","Rinald, Jacques","révérend père","Auteur",,,"L’Histoire ingénieuse","L’Histoire  ingenieuse,  ou  l’eslite  des beaux traits d’esprit, tant anciens, que modernes.  Par I. R. &c.","Paris","France",,"Helie Josset","Helie Josset",,1664,"1664",,,,,,,,,,"Nouvelles",,,,,,,,,
,"Fr","imprimé",,"prose","Rinald, Jacques","Rinald, Jacques","révérend père","Auteur",,,"L’Histoire ingénieuse","L’Histoire  ingenieuse, ou  l’eslite  des beaux traits d’esprit, tant anciens, que modernes. Par par le Révérend Père Jacques Rinald de la Compagnie de Jésus","Paris","France",,"Helie Josset","Helie Josset",,1666,"1666",,,,,,,,,,"Nouvelles",,,,,"CHAUMONT - Maison Livre/Affiche : FA 8-CC-5 k",,,,
,"Fr","imprimé",,"prose","Rinald, Jacques","Rinald, Jacques","révérend père","Auteur",,,"L’Histoire ingénieuse","L’Histoire  ingenieuse, ou  l’eslite  des beaux traits d’esprit, tant anciens, que modernes composé par le R. P. Jacque Rinald, de la Compagnie de Jesus. Seconde édition","Rouen","France",,"François Vaultier","François Vaultier",,1670,"1670",,"12",,,,,,,"473","Nouvelles",,,,,"Arsenal","8-BL-33252",,,"BM Tours : Rés. 4380"
,"Fr","imprimé",,"prose","J. R.","Rinald, Jacques",,"Initiales","vu",,"L’Histoire ingénieuse","Histoires plaisantes et ingenieuses. Recuëillies de plusieurs bons Auteurs Grecs, Latins, Espagnoles & François. Dediées aux beaux Esprits","Paris","France",,"Helie Josset","Helie Josset",,1673,"1673","non","4","Privilège du roi","7","12","non","100","paginé","614","Nouvelles",,,,,"Arsenal","8-BL-33251",,,
,"Fr","imprimé",,"prose","J. R.","Rinald, Jacques",,"Initiales","vu",,"L’Histoire ingénieuse","Histoires plaisantes et ingenieuses. Recuëillies de plusieurs bons Auteurs Grecs, Latins, Espagnoles & François. Dediées aux beaux Esprits","Paris","France",,"Helie Josset","Helie Josset",,1673,"1673","non","8","Privilège du roi","7","12","non","100","paginé","614","Nouvelles",,,,,"BnF","Z-20824",,,
