"Originale","Langues","Manuscrit /
imprimé ","Gothique /
romain","Prose
vers","Auteur
déclaré","Auteur","Fonction
déclarée","Type
auteur","Fait","Changement
titre","Titre","Titre de l’édition","Lieu","Pays","Lieu
fictif","Editeur","Editeur
normalisé","Éditeur
fictif","Date publication","Date
calculée","Ed.
partagée","Format","Privilège","Durée du
privilège","Table
nb de p.","Gravures","Nb
d’histoires","Paginé / folioté","Nb de pages","Genre nouvelle","Rire du
pouvoir","Rire des
mœurs","Rire de la
religion","Rire des
protestants","Bibliothèque","Cote","Numérisation","Traduction","Autres
Bibliothèques"
"oui","Fr","imprimé","Gothique","prose","Julien Macho","Julien Macho","frère augustin docteur en théologie","Auteur",,,"Fables d'Ésope","Les Subtiles fables d'Esope, traduites par Julien Macho, Augustin et suivies de fables d'Avien, d'Alphonse et de Pogge","Lyon","France",,"Nicolaus Philippi et Marcus Reinhart",,,1480,"1480",,"folio","non",,,,,,"292","Nouvelles / fables / ",,,,,"BM Tours",,,,
,"Fr","imprimé","Gothique","prose","Julien Macho","Julien Macho","frère augustin docteur en théologie","Auteur","vu",,"Fables d'Ésope","Les Subtiles fables de Esope Translatees de latin en francoys. Par reverent docteur en theologie frereJulien des Augustins de Lyon avec les fables de Avian et de Alfonse. Et aussi aulcunes joyeuses fables de Poge florentin.","Lyon","France",,"Matthias Huss et Johann Schabeler",,,1484,"1484",,"folio","non",,"non","146",,"non numéroté","166","Nouvelles / fables / ",,,,,"Bnf","RES-YB-98","https://gallica.bnf.fr/ark:/12148/bpt6k1521499r","Latin",
,"Fr","imprimé","Gothique","prose","Julien Macho","Julien Macho","frère augustin docteur en théologie","Auteur",,,"Fables d'Ésope","Les Subtiles fables de Esope Translatees de latin en francoys. Par reverent docteur en theologie frereJulien des Augustins de Lyon avec les fables de Avian et de Alfonse. Et aussi aulcunes joyeuses fables de Poge florentin.","Lyon","France",,"Matthias Huss et Jean Numeister",,,"ca 1485","1485",,"folio","non",,,,,,"220","Nouvelles / fables / ",,,,,"Milano, Biblioteca Nazionale Braidense","AO.XVI.36",,,
,"Fr","imprimé","Gothique","prose","Julien Macho","Julien Macho","frère augustin docteur en théologie","Auteur",,,"Fables d'Ésope","Les Subtiles fables de Esope Translatees de latin en francoys. Par reverent docteur en theologie frereJulien des Augustins de Lyon avec les fables de Avian et de Alfonse. Et aussi aulcunes joyeuses fables de Poge florentin.","Lyon","France",,"Matthias Husz",,,1486,"1486",,"folio",,,,,,,"188","Nouvelles / fables / ",,,,,"Österreichische Nationalbibliothek","10-G-1",,,
,"Fr","imprimé","Gothique","prose","Julien Macho","Julien Macho","frère augustin docteur en théologie","Auteur",,,"Fables d'Ésope","Les subtilles fables de Esope avec celles de Avian, de Alfonce et de Poge Florentin","Lyon","France",,"[Michel Topié et Jacques Heremberck]",,,"ca 1490","1490",,"folio",,,,,,,"144","Nouvelles / fables / ",,,,,"British Library","G.7806",,,
,"Fr","imprimé","Gothique","prose","Julien Macho","Julien Macho","frère augustin docteur en théologie","Auteur",,,"Fables d'Ésope","Les Subtiles fables de Esope. Avec celles de avien. de Alfonce. et de Poge florentin. Avec plusieurs beaulx ditz mouraulx..","Lyon","France",,"[s. n.]","Pierre Mareschal / Barnabé Chaussard",,"ca 1498","1498",,"4",,,,,,,"156","Nouvelles / fables / ",,,,,"British Library","IB.41979",,,
,"Fr","imprimé","Gothique","prose","Julien Macho","Julien Macho","frère augustin docteur en théologie","Auteur","vu",,"Fables d'Ésope","Les Subtiles fables de Esope. Avec celles de avien. de Alfonce. et de Poge florentin. Avec plusieurs beaulx ditz mouraulx..","Lyon","France",,"Pierre Mareschal et Barnabé Chaussard","Pierre Mareschal / Barnabé Chaussard",,1499,"1499",,"4","non",,"non","109",,"non numéroté","154","Nouvelles / fables / ",,,,,"Bnf",,,"Latin",
,"Fr","imprimé","Gothique","prose","Julien Macho","Julien Macho","frère augustin docteur en théologie","Auteur",,,"Fables d'Ésope","Les Subtiles fables de Esope. Avec celles de avien. de Alfonce. et de Poge florentin. Avec plusieurs beaulx ditz mouraulx..","Lyon","France",,"Pierre Mareschal et Barnabé Chaussard","Pierre Mareschal / Barnabé Chaussard",,1502,"1502",,"4",,,,,,,,"Nouvelles / fables / ",,,,,"BM Lyon","A 492200",,,
,"Fr","imprimé","Gothique","prose","Julien Macho","Julien Macho","frère augustin docteur en théologie","Auteur","vu",,"Fables d'Ésope","Esopet en françoys. Avec les Fables de Avian delphonce. Et de poge florentin","Paris","France",,"veuve Jehan trepperel et Jehan Jehannot","Veuve Jean Trepperel / Jehan Jehannot",,"1515-1519","1519",,"4","non",,"non","95",,"non numéroté","150","Nouvelles / fables / ",,,,,"Bnf","RES P-YE-136","https://gallica.bnf.fr/ark:/12148/bpt6k704475","Latin",
,"Fr","imprimé","Gothique","prose","Julien Macho","Julien Macho","frère augustin docteur en théologie","Auteur",,,"Fables d'Ésope","Esopet en françoys. Avec les Fables de Avian delphonce. Et de poge florentin","Lyon","France",,"Claude Nourry et Pierre de Vingle","Claude Nourry / Pierre de Vingle",,1526,"1526",,"4",,,,,,,,"Nouvelles / fables / ",,,,,"Hamburg, Universitätsbibliothek","A/205591",,,
,"Fr","imprimé","Gothique","prose","Julien Macho","Julien Macho","frère augustin docteur en théologie","Auteur",,,"Fables d'Ésope","Esopet en françoys. Avec les Fables de Avian delphonce. Et de poge florentin","Lyon","France",,"Veuve Barnabé Chaussard","Veuve Barnabé Chaussard",,1532,"1532",,"folio",,,,,,,,"Nouvelles / fables / ",,,,,"Wolfenbüttel, Herzog-August-Bibliothek","Lg.76",,,
,"Fr","imprimé","Gothique","prose","Julien Macho","Julien Macho","frère augustin docteur en théologie","Auteur",,,"Fables d'Ésope","Esopet en françoys. Avec les Fables de Avian delphonce. Et de poge florentin","Anvers","Provinces-Unies",,"Jean le Graphier pour Gregoire Bonte",,,1531,"1531",,"8",,,,,,,,"Nouvelles / fables / ",,,,,"British Library","G.7703",,,
,"Fr","imprimé","Gothique","prose","Julien Macho","Julien Macho","frère augustin docteur en théologie","Auteur","vu",,"Fables d'Ésope","Esopet en françoys. Avec les Fables de Avian delphonce. Et de poge florentin","Paris","France",,"Alain Lotrian et Denis Janot","Alain Lotrian / Denis Janot",,"ca 1535","1535",,"4","non",,"non","oui",,"non numéroté","128","Nouvelles / fables / ",,,,,"Bayerische Staatsbibliothek München","Res/4 A.gr.b. 52","https://www.digitale-sammlungen.de/view/bsb10198033?page=2%2C3",,
,"Fr","imprimé","Gothique","prose","Julien Macho","Julien Macho","frère augustin docteur en théologie","Auteur",,,"Fables d'Ésope","Esopet en françoys. Avec les Fables de Avian delphonce. Et de poge florentin","Paris","France",,"Alain Lotrian","Alain Lotrian",,1537,"1537",,"4",,,,,,,,"Nouvelles / fables / ",,,,,"USTC","https://www.ustc.ac.uk/editions/76972",,,
,"Fr","imprimé","Gothique","prose","Julien Macho","Julien Macho","frère augustin docteur en théologie","Auteur",,,"Fables d'Ésope","Esopet en françoys. Avec les Fables de Avian delphonce. Et de poge florentin","Paris","France",,"Alain Lotrian","Alain Lotrian",,"ca 1530","1530",,"4",,,,,,,"140","Nouvelles / fables / ",,,,,,,,,
,"Fr","imprimé","Gothique","prose","Julien Macho","Julien Macho","frère augustin docteur en théologie","Auteur",,,"Fables d'Ésope","Esopet en françoys. Avec les Fables de Avian delphonce. Et de poge florentin","Lyon","France",,"Gilles et Jacques Huguetan",,,1540,"1540",,"4",,,,,,,,"Nouvelles / fables / ",,,,,,,,,
,"Fr","imprimé","Gothique","prose","Julien Macho","Julien Macho","frère augustin docteur en théologie","Auteur",,,"Fables d'Ésope","Esopet en françoys. Avec les Fables de Avian delphonce. Et de poge florentin","Lyon","France",,"Olivier Arnoullet","Olivier Arnoullet",,1552,"1552",,"4",,,,,,,,"Nouvelles / fables / ",,,,,,,,,
,"Fr","imprimé","Gothique","prose","Julien Macho","Julien Macho","frère augustin docteur en théologie","Auteur",,,"Fables d'Ésope","Esopet en françoys. Avec les Fables de Avian delphonce. Et de poge florentin","Orléans","France",,"Éloi Gibier","Eloy Gibier",,1572,"1572",,"4",,,,,,,,"Nouvelles / fables / ",,,,,,,,,
,"Fr","imprimé","Gothique","prose","Julien Macho","Julien Macho","frère augustin docteur en théologie","Auteur",,,"Fables d'Ésope","Les Fables d'Esope traduites par Julian des Augustins de Lyon. Avec les fables d'Amiens [sic], d'Alphonse & de Pog Florentin","Rouen","France",,"Veuve Louys Costé","veuve Louys Costé",,1662,"1662",,"4",,,,,,,"128","Nouvelles / fables / ",,,,,"Bruxelles, KBR","LP 3196 A",,,
"oui","Fr","imprimé","Gothique","prose","Boccace / Premierfaict","Boccace / Premierfaict",,"Auteur","vu",,"Le Décaméron","Le Livre Cameron autrement surnommé le prince Galliot ","Paris","France",,"Jean du Pré et Antoine Caillaut pour Antoine Vérard","Antoine Vérard",,1485,"1485",,"folio","non",,"9","10","101","folioté","552","Nouvelles",,"oui","oui",,"BnF","RES-Y2-402","https://gallica.bnf.fr/ark:/12148/bpt6k8713308v","Latin",
,"Fr","imprimé","Gothique","prose","Boccace / Premierfaict","Boccace / Premierfaict",,"Auteur","vu","X","Le Décaméron","Bocace des cent nouvelles","Paris","France",,"Antoine Vérard","Antoine Vérard",,"1499-1503","1503",,"folio","non",,"6","oui","101","folioté","364","Nouvelles",,"oui","oui",,"BnF","RES-Y2-205","https://gallica.bnf.fr/ark:/12148/btv1b73000330","Latin",
,"Fr","imprimé","Gothique","prose","Boccace / Premierfaict","Boccace / Premierfaict",,"Auteur","vu",,"Le Décaméron","Le Livre Cameron autrement surnommé le prince Galliot Qui contient cent Nouvelles racomptees en dix jours par sept femmes & trois jouvenceaulx. Lequel livre compila & escrit Jehan Bocace de Certald. Et depuis translate de latin en francoys par maistre Laurent du premierfaict. Nouvellement imprimé","[Paris]","France",,"veuve Michel Le Noir","veuve Michel Le Noir",,1521,"1521",,"folio","non",,"5","4","101","folioté","288","Nouvelles",,"oui","oui",,"Bayerische Staatsbibliothek",,"oui","Latin",
,"Fr","imprimé","Gothique","prose","Boccace / Premierfaict","Boccace / Premierfaict",,"Auteur","vu",,"Le Décaméron","Le Cameron autrement dit les cent nouvelles. Composees en langue Latine par Jehan Bocace & mises en francoys par Laurens de premier faict.","Paris","France",,"[s. n.]","Nicolas Cousteau / Jean Petit",,1534,"1534",,"8","non",,"15","non","101","folioté","798","Nouvelles",,"oui","oui",,"Chantilly","VIII-B-010",,"Latin","Zentralbibliothek Zürich, Rd 176"
,"Fr","imprimé",,"prose","Boccace / Premierfaict","Boccace / Premierfaict",,"Auteur",,,"Le Décaméron","Le cameron autrement dit les cent nouvelles","Paris","France",,"[s. n.]","P. Sergent ?",,1534,"1534",,,,,,,"101",,,"Nouvelles",,"oui","oui",,,,,"Latin",
,"Fr","imprimé",,"prose","Boccace / Premierfaict","Boccace / Premierfaict",,"Auteur",,,"Le Décaméron","Le cameron autrement dit les cent nouvelles","Paris","France",,"Arnoul et Charles L'Angelier","Arnoul L'Angelier / Charles L'Angelier",,1537,"1537",,"8",,,,,"101","folioté","766","Nouvelles",,"oui","oui",,,,,"Latin",
,"Fr","imprimé","Gothique","prose","Boccace / Premierfaict","Boccace / Premierfaict",,"Auteur","vu",,"Le Décaméron","Le cameron autrement dit les cent nouvelles : Composé en langue Latine par Jehan Bocace : et mises en françoys par Laurens de premier faict.","Paris","France",,"[s. n.]","Alain Lotrian",,1537,"1537",,"8","non",,"15","non","101","folioté","790","Nouvelles",,"oui","oui",,"BnF","RES-Y2-2992","https://gallica.bnf.fr/ark:/12148/bpt6k8708151f","Latin",
,"Fr","imprimé",,"prose","Boccace / Premierfaict","Boccace / Premierfaict",,"Auteur",,,"Le Décaméron","Le cameron autrement dit les cent nouvelles","Paris","France",,"Ambroise Girault","Ambroise Girault",,1540,"1540",,"8",,,,,"101",,,"Nouvelles",,"oui","oui",,,,,"Latin",
,"Fr","imprimé",,"prose","Boccace / Premierfaict","Boccace / Premierfaict",,"Auteur",,,"Le Décaméron","Le Cameron. Autrement dit, les Cent nouvelles Composees en langue Latine par Johan bocace: et mises en Francoys par Laurens de premier fait","Paris","France",,"Ambroise Girault","Ambroise Girault",,1541,"1541",,"8",,,,,"101",,,"Nouvelles",,"oui","oui",,"Staatsbibliothek Preußischer Kulturbesitz",,,"Latin",
,"Fr","imprimé","Gothique","prose","Boccace / Premierfaict","Boccace / Premierfaict",,"Auteur",,,"Le Décaméron","Le Cameron. Autrement dit, les Cent nouvelles Composees en langue Latine par Johan bocace: et mises en Francoys par Laurens de premier fait","Paris","France",,"Charles L'Angelier","Charles L'Angelier",,1541,"1541",,"8",,,,,"101",,,"Nouvelles",,"oui","oui",,"BM TROYES",,,"Latin",
,"Fr","imprimé","Gothique","prose","Boccace / Premierfaict","Boccace / Premierfaict",,"Auteur","vu",,"Le Décaméron","Le cameron autrement dit les cent nouvelles : Composé en langue Latine par Jehan Bocace : et mises en françoys par Laurens de premier faict.","Paris","France",,"Oudin Petit","Oudin Petit",,1541,"1541",,"8","non",,"15","non","101","folioté","798","Nouvelles",,"oui","oui",,"ONB",,"https://viewer.onb.ac.at/107C02A4/3","Latin",
,"Fr","imprimé",,"prose","Boccace / Premierfaict","Boccace / Premierfaict",,"Auteur",,,"Le Décaméron","Le cameron autrement dit les cent nouvelles","Paris","France",,"François Regnault","veuve François Regnault",,1541,"1541",,"8",,,,,"101",,"770","Nouvelles",,"oui","oui",,"BM Bordeaux","B 8728 Rés.",,"Latin",
,"Fr","imprimé",,"prose","Boccace / Premierfaict","Boccace / Premierfaict",,"Auteur",,,"Le Décaméron","Le cameron autrement dit les cent nouvelles","Paris","France",,"Pierre Sergent","Pierre sergent",,1541,"1541",,"8",,,,,"101",,"806","Nouvelles",,"oui","oui",,,,,"Latin",
,"Fr","imprimé",,"prose","Boccace / Premierfaict","Boccace / Premierfaict",,"Auteur",,,"Le Décaméron","Le cameron autrement dit les cent nouvelles","Paris","France",,"[s. n.]","[s. n.]",,1541,"1541",,"8",,,,,"101",,"770","Nouvelles",,"oui","oui",,"BIS Sorbonne","RXVI 1231",,"Latin",
"oui","Fr","imprimé","Gothique","prose","Valla / Tardif","Valla / Tardif",,"Auteur",,,"Les Apologues et fables de Laurens valle","Les Apologues et fables de Laurens valle","Paris","France",,"Vérard","Antoine Vérard",,1493,"1493",,"folio",,,,"Enluminures",,,,,,,,,"BnF","VELINS-611","http://ark.bnf.fr/ark:/12148/cb304061076","https://gallica.bnf.fr/ark:/12148/bpt6k1057726c",
"oui","Fr","imprimé","Gothique","prose","Anonyme","Anonyme",,"Anonyme","vu",,"Les Quinze joies de mariage","Les Quinze joies de mariage","Lyon","France",,"[s. n.]","Guillaume Le Roy",,"1479-1480","1480",,"4","non",,"non","non","15","non numéroté","98","Nouvelles",,,,,"BnF","RES-Y2-152","https://gallica.bnf.fr/ark:/12148/btv1b86000543",,
,"Fr","imprimé","Gothique","prose","Anonyme","Anonyme",,"Anonyme","vu",,"Les Quinze joies de mariage","Les Quinze joies de mariage","Paris","France",,"Trepperel","Trepperel I",,"av. 1499","1499",,"4","non",,"non","3","15","non numéroté","72","Nouvelles",,,,,"BnF ","http://ark.bnf.fr/ark:/12148/cb42545529r",,,"Chantilly : IV-E-029"
,"Fr","imprimé","Gothique","prose","Anonyme","Anonyme",,"Anonyme","vu",,"Les Quinze joies de mariage","Les Quinze joies de mariage","Lyon","France",,"[s. n.]","Pierre Schenck ?",,"ca 1488","1488",,"4","non",,"non","2","15","non numéroté","92","Nouvelles",,,,,"BnF","http://ark.bnf.fr/ark:/12148/cb393203084","https://gallica.bnf.fr/ark:/12148/bpt6k1048565t",,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme",,,"Les Quinze joies de mariage","Les quinze joyes de mariaige","Paris","France",,"[s. n.]","[s. n.]",,"1520-1540","1540",,"8",,,,"Frontispice + 2","15",,,"Nouvelles",,,,,"BnF","http://ark.bnf.fr/ark:/12148/cb39320307s","https://gallica.bnf.fr/ark:/12148/bpt6k15201008",,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme",,,"Les Quinze joies de mariage","Les Quinze joyes de mariage, extraicts d'un vieil exemplaire escrit à la main, passez sont quatre cens ans","Rouen","France",,"Raphaël Du Petit Val","Raphaël du Petit Val",,1596,"1596",,"12",,,,,"15","paginé","192","Nouvelles",,,,,"BnF","http://ark.bnf.fr/ark:/12148/cb307448415",,,"Arsenal : 8-BL-30496"
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme","vu",,"Les Quinze joies de mariage","Les Quinze joyes de mariage, extraicts d'un vieil exemplaire escrit à la main, passez sont quatre cens ans","Lyon","France",,"Pierre Rigaud","Pierre Rigaud",,1607,"1607",,"8","non",,"non","non","15","paginé","240","Nouvelles",,,,,"Österreichische Nationalbibliothek","BE.10.X.48","https://data.onb.ac.at/rep/1086542A",,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme",,,"Les Quinze joies de mariage","Les Quinze joyes de mariage, ou la Nasse dans laquelle sont détenus plusieurs personnages de nostre temps, mises en lumière par François de Rosset. - Quatrains de l'honneste amour sur le devoir des mariez","Paris","France",,"Rolet Boutonné","Rolet Boutonné",,1620,"1620",,"12",,,,,"15",,"272","Nouvelles",,,,,"BnF","http://ark.bnf.fr/ark:/12148/cb30744842h",,,"Yale Library"
"oui","Fr","imprimé","Gothique","prose","Anonyme","Anonyme",,"Anonyme","vu",,"Les Cent nouvelles nouvelles","Les Cent nouvelles nouvelles","Paris","France",,"Antoine Vérard","Antoine Vérard",,1486,"1486",,"folio","non",,"15","40","100","non numéroté","305","Nouvelles",,"oui","oui",,"BnF","RES-Y2-174","https://gallica.bnf.fr/ark:/12148/bpt6k87131389",,
,"Fr","imprimé","Gothique","prose","Anonyme","Anonyme",,"Anonyme","vu",,"Les Cent nouvelles nouvelles","Les Cent nouvelles nouvelles","Paris","France",,"Antoine Vérard","Antoine Vérard",,"ca 1495","1495",,"4","non",,"18","95","100","non numéroté","356","Nouvelles",,"oui","oui",,"BnF","RES-Y2-175","https://gallica.bnf.fr/ark:/12148/bpt6k8713289z",,"Arsenal : RESERVE 4-BL-4389 "
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme",,,"Les Cent nouvelles nouvelles",,"Paris","France",,"Antoine Vérard","Antoine Vérard",,"1498-1499","1499",,,,,,,"100",,,"Nouvelles",,"oui","oui",,,,,,
,"Fr","imprimé","Gothique","prose","Anonyme","Anonyme",,"Anonyme","vu",,"Les Cent nouvelles nouvelles","Les Cent nouvelles nouvelles. Contenant en soy cent ­ chapitres et hystoires ou nouveaulx comptes plaisans et recreatiz pour deviser en toutes compaignies,","Paris","France",,"Nicolas des Prez pour Guillaume Eustace / Durand Gerlier","Guillaume Eustace / Durand Gerlier",,1505,"1505","oui","folio","non",,"10","102","100","non numéroté","238","Nouvelles",,"oui","oui",,"BnF","RES-Y2-176","https://gallica.bnf.fr/ark:/12148/btv1b86000684",,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme",,,"Les Cent nouvelles nouvelles","Les Cent nouvelles nouvelles contenant en soy cent chapitres hystoires ou nouveaulx comptes plaisans et recreatiz pour diviser en toutes compaignies par joyeuseté","Paris","France",,"Jean Trepperel","Trepperel I",,"1501-1512","1512",,,,,,,"100",,,"Nouvelles",,"oui","oui",,,,,,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme",,,"Les Cent nouvelles nouvelles",,"Paris","France",,"Veuve Jean Trepperel et Jehan Jehannot","Veuve Jean Trepperel / Jehan Jehannot",,"1512-1517","1517",,,,,,,"100",,,"Nouvelles",,"oui","oui",,,,,,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme",,,"Les Cent nouvelles nouvelles",,"Paris","France",,"Michel Le Noir","Michel Le Noir",,"ca 1520","1520",,,,,,,"100",,,"Nouvelles",,"oui","oui",,,,,,
,"Fr","imprimé","Gothique","prose","Anonyme","Anonyme",,"Anonyme","vu",,"Les Cent nouvelles nouvelles","Les Cent nouvelles nouvelles : contenant cent hystoires ou nouveaulx comptes plaisans a deviser en toutes bonnes compaignies par maniere de joyeuseté. Impimé nouvellement","Paris","France",,"Philippe Le Noir","Philippe Le Noir",,"ca 1520","1520",,"4","non",,"13","oui","100","non numéroté","322","Nouvelles",,"oui","oui",,"Österreichische Nationalbibliothek",,"oui",,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme",,,"Les Cent nouvelles nouvelles",,"Paris","France",,"[s. n.]","[s. n.]",,"ca 1524","1524",,,,,,,"100",,,"Nouvelles",,"oui","oui",,,,,,
,"Fr","imprimé","Gothique","prose","Anonyme","Anonyme",,"Anonyme","vu",,"Les Cent nouvelles nouvelles","S'ensuyvent Les Cent nouvelles : contenant cent hystoires ou nouveaulx comptes plaisans a deviser en toutes bonnes compaignies par maniere de joyeuseté. Impimé nouvellement","Paris","France",,"Veuve Jean Trepperel","Veuve Jean Trepperel",,"ca 1529","1529",,"4","non",,"13","oui","100","non numéroté","318","Nouvelles",,"oui","oui",,"Bayerische Staatsbibliothek München",,"oui",,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme",,,"Les Cent nouvelles nouvelles",,"Paris","France",,"Jean Trepperel (fils)","Trepperel II",,"ca 1529","1529",,,,,,,"100",,,"Nouvelles",,"oui","oui",,,,,,
,"Fr","imprimé","Gothique","prose","Anonyme","Anonyme",,"Anonyme","vu",,"Les Cent nouvelles nouvelles","Les Cent nouvelles. S'ensuyvent Les Cent nouvelles contenant cent hystoires ou nouveaulx comptes plaisans a deviser en toutes bonnes compaignies par maniere de joyeuseté. Impimé nouvellement","Lyon","France",,"Olivier Arnoullet","Olivier Arnoullet",,"ca 1530","1530",,"4","non",,"12","oui","100","non numéroté","272","Nouvelles",,"oui","oui",,"Chantilly","IV-E-026","oui",,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme",,,"Les Cent nouvelles nouvelles",,"Paris","France",,"Veuve Jean Trepperel","Veuve Jean Trepperel",,"ca 1530","1530",,,,,,,"100",,,"Nouvelles",,"oui","oui",,,,,,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme",,,"Les Cent nouvelles nouvelles",,"Lyon","France",,"Olivier Arnoullet","Olivier Arnoullet",,1532,"1532",,,,,,,"100",,,"Nouvelles",,"oui","oui",,,,,,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme",,,"Les Cent nouvelles nouvelles",,"Paris","France",,"Jean Trepperel (fils)","Trepperel II",,1532,"1532",,,,,,,"100",,,"Nouvelles",,"oui","oui",,,,,,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme",,,"Les Cent nouvelles nouvelles",,"Paris","France",,"[s. n.]","[s. n.]",,"[s. d.]"," d.]",,,,,,,"100",,,"Nouvelles",,"oui","oui",,,,,,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme",,,"Les Cent nouvelles nouvelles",,"Paris","France",,"Denis Janot et Alain Lotrian","Denis Janot / Alain Lotrian",,1536,"1536",,,,,,,"100",,,"Nouvelles",,"oui","oui",,,,,,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme",,,"Les Cent nouvelles nouvelles",,"Paris","France",,"Alain Lotrian","Alain Lotrian",,1536,"1536",,,,,,,"100",,,"Nouvelles",,"oui","oui",,,,,,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme","vu",,"Les Cent nouvelles nouvelles","Les Cent nouvelles. Suivent les cent nouvelles contenant Les Cent Histoires Nouveaux, Qui font moult plaisans a raconter, En toutes bonnes Compagnies; Par maniere de joyeusete. Avec d'excellentes Figures en Taille-douce Graveés sur les desseins du fameux Mr. Romain  de Hooge.","Cologne","Allemagne",,"Pierre Gaillard","Pierre Gaillard",,1701,"1701",,"8","non",,"42","100","100","paginé","842","Nouvelles",,"oui","oui",,,,"oui",,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme",,,"Les Cent nouvelles nouvelles",,"Amsterdam","Provinces-Unies",,"[s. n.]","[s. n.]",,1732,"1732",,,,,,,"100",,,"Nouvelles",,"oui","oui",,,,,,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme",,,"Les Cent nouvelles nouvelles",,"La Haye","Provinces-Unies",,"P. Gosse et J. Neaulme","P. Gosse et J. Neaulme",,1733,"1733",,,,,,,"100",,,"Nouvelles",,"oui","oui",,,,,,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme",,,"Les Cent nouvelles nouvelles",,"Cologne","Allemagne",,"Pierre Gaillard","Pierre Gaillard",,1736,"1736",,,,,,,"100",,,"Nouvelles",,"oui","oui",,,,,,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme",,,"Les Cent nouvelles nouvelles",,"Londres","Angleterre",,"[s. n.]","[s. n.]",,1744,"1744",,,,,,,"100",,,"Nouvelles",,"oui","oui",,,,,,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme",,,"Les Cent nouvelles nouvelles",,"Cologne","Allemagne",,"Pierre Gaillard","Pierre Gaillard",,1786,"1786",,,,,,,"100",,,"Nouvelles",,"oui","oui",,,,,,
"oui","Fr","imprimé",,"vers","Anonyme","Anonyme",,"Anonyme",,,"Les Repues franches","Le Recueil des hystoires des repeus franches","[Paris]","France",,"Jean Trepperel","Trepperel I",,1493,"1493",,"4",,,,,"6",,,"Nouvelles",,"oui",,,"BnF","RES-YE-248",,,
,"Fr","imprimé","Gothique","vers","Anonyme","Anonyme",,"Anonyme","vu",,"Les Repues franches","Le recueil des hystoires des repeus franches","[Paris]","France",,"[s. n.]","Denis Meslier",,"1493-1495","1495",,"4","non",,"non","1","6","non numéroté","36","Nouvelles",,"oui",,,"Chantilly","III-F-019",,,
,"Fr","imprimé","Gothique","vers","Anonyme","Anonyme",,"Anonyme","vu",,"Les Repues franches","Le recueil des hystoyres des repeus franches","[Paris]","France",,"marque de Jean Trepperel","Trepperel I",,"1493-1495","1495",,"4","non",,"non","non","6","non numéroté","46","Nouvelles",,"oui",,,"BnF","RES-YE-235",,,
,"Fr","imprimé",,"vers","Anonyme","Anonyme",,"Anonyme",,,"Les Repues franches","Le recueil des hystoires des repeus franches","[Paris]","France",,"Jean Trepperel","Trepperel I",,"1497-1498","1498",,"4",,,,,"6",,,"Nouvelles",,"oui",,,,,,,
,"Fr","imprimé",,"vers","Anonyme","Anonyme",,"Anonyme",,,"Les Repues franches","Le recueil des hystoyres des repeues franches","[s. l.]",,,"[s. n.]","[s. n.]",,"[s. d.]"," d.]",,,,,,,"6",,,"Nouvelles",,"oui",,,,,,,
,"Fr","imprimé",,"vers","Anonyme","Anonyme",,"Anonyme",,,"Les Repues franches","Le recueil des repeues franches","Paris","France",,"[s. n.]","[s. n.]",,"[s. d.]"," d.]",,,,,,,"6",,,"Nouvelles",,"oui",,,,,,,
,"Fr","imprimé","Gothique","vers","Anonyme","Anonyme",,"Anonyme","vu",,"Les Repues franches","Le Recueil des hystoires des repeus franches","[Lyon]","France",,"Pierre Mareschal et Barnabé Chaussard","Pierre Mareschal / Barnabé Chaussard",,1499,"1499",,"4","non",,"non","non","6","non numéroté","46","Nouvelles",,"oui",,,"BM Lyon",,"Google",,
,"Fr","imprimé",,"vers","Villon",,,"Auteur",,,"Les Repues franches","Le recueil des hystoires des repues franches de maistre Francois villon","[s. l.]",,,"[s. n.]","[s. n.]",,"[s. d.]"," d.]",,,,,,,"6",,,"Nouvelles",,"oui",,,,,,,
